Day,Word,Mean
20,assure,"확실하게 하다, 보증하다"
20,form,"형태, 종류, 형성하다"
20,gender,"성, 성별"
20,innovation,혁신
20,opponent,"상대, 반대자, 반대하는"
20,present,"현재의, 현재, 선물, 제출하다 나타내다"
20,fertile,"비옥한, 기름진"
20,emperor,황제
20,dwell,"거주하다, 살다"
20,chore,"허드렛일, 집안일"
20,rehearsal,"리허설, 예행연습"
20,fossil,화석
20,glitter,동사 반짝이다명사 반짝임
20,carve,"새기다, 조각하다"
20,decay,"부패하다, 쇠퇴하다, 부패, 쇠퇴"
20,protein,단백질
20,backward,뒤쪽으로 후방에 거꾸로
20,translate,"번역하다, 옮기다"
20,refresh,"상쾌하게 하다, 새롭게 하다"
20,tissue,(생물) 조직
20,lord,군주
20,substitute,"대체하다, 대리자, 대체물"
20,scan,"정밀 검사하다, 유심히 쳐다보다"
20,pottery,"도자기, 도예"
20,layer,"층, 겹"
20,property,"재산, 소유물 , 부동산"
20,justify,정당화하다
20,polish,"닦다, 윤을 내다, (문장 등을)다듬다"
20,flavor,맛동사 맛을 내다
20,imprint,"찍다 감명시키다명사 찍은 자국, 인상"
20,heritage,"유산, 세습 재산"
20,strive,"노력하다, 애쓰다 , 투쟁하다"
20,radiant,"빛나는, 아주 밝은"
20,exclaim,(감탄하며)외치다
20,asset,"자산, 재산"
20,portray,"묘사하다, 설명하다, 초상을 그리다"
20,administer,"관리•운영하다, 집행하다, 주다"
20,wage,급료
20,subscribe,정기 구독하다
21,architecture,"건축학, 건축 양식"
21,territory,"영토, 영역"
21,strategy,"전략, 계획"
21,hence,"그러므로, 향후"
21,panic,"당황한, 공황"
21,wilderness,황무지
21,attract,"끌다, 매혹하다"
21,category,"부류, 종류"
21,murder,"죽이다, 살인"
21,funeral,"장례식, 장례의"
21,humiliation,"창피 줌, 굴욕"
21,ban,"금지하다, 금지"
21,flush,"물로 씻어내리다, (얼굴이) 붉어지다, 물로 씻어냄, 홍조"
21,omit,~을 생략하다
21,outcome,결과
21,despair,"절망, 절망하다"
21,alert,"조심하는, 경고하다, 경계"
21,compact,"아담한, 빽빽한, 계약, 협정"
21,likewise,마찬가지로
21,astonish,깜짝 놀라게 하다
21,optimistic,낙천적인
21,loyal,충성스러운
21,humid,습한
21,pretend,~인 척하다
21,graduate,"졸업하다, 졸업생"
21,delicate,"연약한, 섬세한, 미묘한"
21,inflate,"부풀리다, 과장하다, (가격을) 올리다"
21,adequate,적절한
21,physician,의사
21,joint,"관절, 공동의"
21,via,"~을 경유해서, ~을 매개로 하여"
21,passage,"통로, (책의) 구절"
21,prefer,~을 좋아하다
21,vessel,"선박, 용기"
21,restore,이전상태로 회복시키다
21,passive,"소극적인,수동적인"
21,experience,"경험, 경험하다"
21,marble,대리석
21,classify,분류하다
21,fundamental,"근본적인, 필수의"
22,majesty,"위엄, 장엄, 왕(M-)"
22,intimate,"친밀한, 친숙한"
22,merit,"장점, 가치"
22,launch,"시작하다, 출시하다, 발사, 출시"
22,conference,회의
22,reception,"접수처, 환영연회"
22,shrug,"어깨를 으쓱하다, 어깨를 으쓱하기"
22,vicious,"악랄한, 타락한"
22,cherish,소중히 하다
22,accuse,"고발하다, 비난하다"
22,eternal,영원한
22,shrink,"줄어들다, 피하다"
22,colleague,동료
22,transmit,"보내다, 전염시키다, 전도하다"
22,copper,"구리, 구리의, 구릿빛의"
22,orbit,"궤도, 궤도를 그리며 돌다"
22,overwhelm,"압도하다, 당황하게 하다"
22,discard,"폐기하다, 버리다, 처분하다"
22,famine,"기근, 굶주림, 기아"
22,pill,알약
22,enhance,강화하다
22,immune,"면역의, 면역성이 있는"
22,superior,"뛰어난, 눈에 띄는"
22,string,"끈, 끈을 달다"
22,cope,대처하다
22,raw,"날것의, 가공하지 않은"
22,apply,"지원하다, 적용되다"
22,cattle,소
22,loan,"빌려주다, 대여, 융자금"
22,obedient,"유순한, 순종하는"
22,procedure,"절차, 수술"
22,bond,"유대, 속박, 유대를 맺다"
22,angle,"각도, 각, 비스듬히 움직이다"
22,subtle,"미묘한, 교묘한, 예민한"
22,depict,"묘사하다, 그리다"
22,radical,"근본적인, 급진적인"
22,therapy,치료법
22,caution,"조심, 경고, 경고하다"
22,persist,"고집하다, 지속하다"
22,reverse,"뒤집다, 후진하다, 반대의, 반대, 후진"
23,support,"떠받치, 지지, 지지하다, 후원하다"
23,mammal,포유동물
23,iceberg,빙산
23,monetary,화폐의
23,revise,"개정하다, 수정하다"
23,resent,"분개하다, 화를 내다"
23,superb,매우 뛰어난
23,abrupt,"갑작스런, 퉁명스러운"
23,diverse,다양한
23,internal,"내부의, 체내의"
23,gloom,"우울, 어둠"
23,refine,"개선하다, 정제하다"
23,dynamic,"역동적인, 활발한"
23,nerve,신경
23,prompt,"신속한, 즉각적인, 촉발하다, 자극하다"
23,suspend,"일시 중지하다, 보류하다, 정직(정학)시키다"
23,control,"통제하다, 지배하다, 통제, 지배"
23,distraction,집중을 방해하는 것
23,collapse,"무너지다, (가격이) 폭락하다"
23,monologue,독백
23,martial,"군대의, 전쟁의"
23,deliberate,"고의의, 신중한"
23,trigger,"작동시키다, 촉발시키다, 방아쇠, 계기"
23,plot,"줄거리, 음모, 음모를 꾸미다"
23,rod,"막대, 낚싯대"
23,Atlantic,"대서양, 대서양의"
23,industry,산업
23,weird,"이상한, 괴상한"
23,suggest,"제안하다, 암시하다"
23,partial,"부분적인, 편파적인"
23,priceless,대단히 소중한
23,mutual,"상호 간의, 공동의"
23,fate,운명
23,booth,작은 공간
23,pursue,추구하다
23,prescribe,"처방하다, 규정하다"
23,erupt,(화산이) 폭발하다
23,insult,"모욕하다, 모욕, 모욕적인 말"
23,gaze,"응시하다, 응시"
23,supreme,"최고, 최고의"
24,transaction,"거래, 매매"
24,sufficient,충분한
24,stable,"안정된, 마구간"
24,sympathy,"연민, 동의"
24,by-product,부산물
24,edible,먹을 수 있는
24,federal,"연방의, 연방 정부의"
24,bud,"싹, 봉오리, 친구"
24,trivial,사소한
24,anxiety,"걱정, 불안, 열망"
24,tablet,알약
24,prepare,준비하다
24,trade,"무역하다, 교환하다"
24,liquid,"액체, 액체의, 유동적의"
24,contend,"싸우다, 주장하다"
24,outlook,"전망, 경치, 견해"
24,roam,"배회하다, 돌아다니다"
24,decent,"괜찮은, 예의 바른, 적절한"
24,concern,"걱정, 관심, 걱정하다, 관심을 갖다"
24,behalf,"측, 편, 이익"
24,suffer,"고통 받다, 겪다"
24,distortion,"왜곡, 찌그러뜨림"
24,infinite,무한한
24,anticipate,"예상하다, 기대하다"
24,symbolic,상징적인
24,municipal,지방 자치제의
24,phenomenon,현상
24,devote,"(시간, 노력)쏟다"
24,peasant,소작농
24,tenant,세입자
24,worthwhile,가치있는
24,pavement,포장도로
24,dioxide,(화학)이산화물
24,diminish,"줄이다, 약화시키다"
24,jealous,"질투하는, 시기하는"
24,limp,"기운이 없는, 축 처진"
24,exclude,"제외하다, 차단하다"
24,flexible,"융통성 있는, 잘 구부러지는"
24,nominate,지명하다
24,sacred,"성스러운, 종교적인"
25,context,맥락
25,complete,"완벽한, 완료하다"
25,race,"경주, 인종, 경주하다"
25,dominate,지배하다
25,vehicle,탈것
25,complain,불평하다
25,brochure,브로셔
25,force,"힘, 강요하다"
25,nest,둥지
25,gain,얻다
25,curriculum,교육 과정
25,sew,바느질하다
25,masculine,남자의
25,frown,"눈살을 찌푸리다, 찡그린 얼굴"
25,astound,놀라게 하다
25,dictator,독재자
25,assessment,평가
25,crucial,"중대한, 결정적인"
25,paralysis,마비
25,deck,(배의) 갑판
25,cheer,"환호, 환호하다"
25,miserable,비참한
25,tease,괴롭히다
25,aggressive,공격적인
25,cure,"치료하다, 치료"
25,attribute,"~의 결과로 여기다, 속성"
25,foster,육성하다
25,phychologist,심리학자
25,postpone,연기하다
25,rob,"강탈하다, 훔치다"
25,abuse,"남용하다, 학대하다, 남용, 학대"
25,unemployed,실업의
25,breakdown,"고장, 쇠약"
25,disguise,"숨기다, 변장"
25,blueprint,청사진
25,rear,"뒤의, 뒤, 기르다"
25,output,생산량
25,sermon,설교
25,sprout,싹이 트다. 싹
25,tin,"주석, 양철"
26,reform,"개혁하다, 개혁,"
26,deal,"다루다, 거래"
26,recruit,"모집하다, 신병"
26,maintain,유지하다
26,workshop,"작업장, 워크숍"
26,patient,환자
26,convention,"총회, 관습"
26,devastate,황폐시키다
26,reap,수확하다
26,overlook,"간과하다, 내려다보다"
26,deliver,"배달하다, (연설을)하다"
26,reject,"거부하다, 거절하다"
26,nourish,"영양분을 주다, 기르다"
26,bay,만
26,stun,놀라게 하다
26,particular,특정한
26,bulletin,게시(물)
26,fluid,"유동성의, 유동체"
26,affair,"일, 사건"
26,dawn,"새벽, 시작, 날이 새다"
26,hostile,적대적인
26,characteristic,특징
26,respect,"존경하다, (법 등을) 준수하다, 존경, 측면"
26,await,기다리다
26,concrete,구체적인
26,lease,"임대하다, 임대차 계약"
26,racial,인종의
26,variable,"변수. 변하기 쉬운, 변덕스러운"
26,satisfy,만족시키다
26,rule,"규칙, 지배, 지배하다"
26,perseverance,인내심
26,fatal,치명적인
26,remove,"제거하다, 치우다"
26,invert,거꾸로 하다
26,tension,긴장
26,reign,"통치, 지배"
26,crack,"금이 가다, (갈라진 틈"
26,startle,깜짝 놀라게 하다
26,discourage,"낙담시키다, 말리다"
26,compensate,보상하다
27,convert,"전환시키다, 바꾸다"
27,strike,치다
27,suppress,"억압하다, 참다"
27,core,핵심(의)
27,contribute,공헌하다
27,spear,창
27,renowned,명성 있는
27,era,시대
27,withdraw,인출하다
27,immigrate,이주하다
27,dignity,존엄
27,notify,"통보하다, 알리다"
27,animate,살아 있는
27,prevent,"예방하다, 막다"
27,bilingual,2개 국어의
27,mischief,"장난, 해악"
27,discriminate,"차별하다, 구별하다"
27,exemplify,예시하다
27,adhere,고수하다
27,judge,판단하다
27,peculiar,독특한
27,sake,"위함, 목적"
27,choke,질식시키다
27,folktale,"민간 설화, 전설"
27,simultaneously,동시에
27,range,범위
27,groom,신랑
27,supernatural,초자연적인
27,tender,부드러운
27,instinct,본능
27,gigantic,거대한
27,meditate,명상하다
27,mow,(풀을) 베다
27,evolve,"진화하다, 발전하다"
27,chase,"추격하다, 쫓다"
27,afflict,괴롭히다
27,literate,읽고 쓸 수 있는
27,coherent,"통일성 있는, 조리 있는"
27,intolerable,참을 수 없는
27,fountain,분수
28,bold,"대담한, 선이 굵은"
28,compliment,"칭찬하다, 칭찬"
28,summit,정상
28,troop,"무리, 군대"
28,alter,"바꾸다, 변경하다"
28,conceive,생각해 내다
28,durability,내구성
28,destroy,파괴하다
28,shallow,"얕은, 피상적인"
28,face,"얼굴, 표면, 직면하다"
28,promote,승진시키다
28,weep,울다
28,grasp,붙잡다
28,overall,"전반적인, 전체의"
28,superstition,미신
28,colony,식민지
28,absurd,"불합리한, 우스꽝스러운"
28,dormitory,기숙사
28,conduct,"수행하다, 행위"
28,prone,~하는 경향이 있는
28,conceal,숨기다
28,retreat,"후퇴하다, 후퇴"
28,compulsive,"강제적인, 강박의"
28,clinic,"전문 병원, 개인 병원"
28,banner,현수막
28,formulate,"만들어내다, 공식화하다"
28,vow,맹세(하다)
28,malnutrition,영양실조
28,relate,관련시키다
28,undergo,겪다
28,boast,자랑하다
28,neutral,중립의
28,stain,얼룩
28,incentive,"장려책, 자극"
28,float,"뜨다, 떠다니다"
28,tendency,경향
28,applause,박수갈채
28,wrestle,"싸우다, 씨름하다"
28,sensation,"감각, 느낌"
28,Confucian,"공자의, 유교의"
29,diameter,지름
29,ultrasound,초음파
29,propriety,"적절성, 예의바름"
29,anecdote,일화
29,shrub,관목
29,pledge,"서약, 담보, 서약하다"
29,cost,"가격, 비용, (가격, 비용이) 들다"
29,geology,지질학
29,detect,"찾아내다, 감지하다"
29,temperate,"절제하는, (기후가) 온화한"
29,soar,"급등하다, 날아오르다"
29,mock,"놀리다, 조롱하다, 가짜의, 모조의"
29,disclose,"폭로하다, 드러내다"
29,exhibit,"전시하다, 전시품"
29,symptom,"증상, 증후"
29,manage,"경영하다, 관리하다, 간신히 해내다"
29,awkward,"어색한, 서투른, 다루기 힘든"
29,grind,갈다
29,expose,"노출시키다, 폭로하다"
29,closet,벽장
29,damp,축축한
29,script,대본
29,possibility,"가능성, 기회"
29,fad,(일시적인) 유행
29,sibling,"형제, 자매"
29,linger,"남아 있다, 어슬렁거리다"
29,flourish,"번성하다, 건강하다"
29,discharge,"해고하다, 방출하다, 방면하다, 해고, 방출, 면제"
29,thorough,철저한
29,undertake,"착수하다, 약속하다"
29,cord,"끈, 전기코드, (직물)코르덴 천, 코르덴 천으로 만들어진"
29,linguistic,"언어의, 언어학의"
29,remedy,치료
29,sole,"유일한, 단독의"
29,sophomore,"(고교, 대학의) 2학년생"
29,panel,판
29,suitor,"소송인, 구혼자"
29,pillar,기둥
29,explode,폭발하다
29,illusion,"착각, 환각"
30,draft,"초고, 초안, 초안을 그리다"
30,crude,"조잡한, 있는 그대로의"
30,supplement,"보완하다, 보완, 보충"
30,velocity,속도
30,tame,"길들이다, 길들여진"
30,molecule,분자
30,reed,"갈대, 갈대의"
30,dismay,"실망, 크게 실망시키다"
30,diagnose,진단하다
30,versus,~와 대비하여
30,reservoir,저수지
30,conform,"따르다, 순응하다"
30,spacious,"넓은, 훤히 트인"
30,weave,"(천을) 짜다, 짜기"
30,ceremony,"의식, 식"
30,motive,"동기, 이유"
30,prominent,두드러진
30,archaeology,고고학
30,rigid,"엄격한, 굳은"
30,inferior,"열등한, 질 낮은"
30,subtract,빼다
30,impulse,"충동, 욕구, 추진력"
30,utmost,"최대한의 , 최대한도"
30,proficient,숙달된
30,accumulate,"모으다, 축적하다"
30,navigate,"길을 찾다, 항해하다"
30,equity,"자기자본, 공평"
30,violate,"위반하다, 침해하다"
30,ambitious,야망을 가진
30,intact,"온전한, 손상되지 않은"
30,plea,"애원, 탄원"
30,attend,"참석하다, 유의하다, 돌보다"
30,trim,"다듬다, 잘 정돈된, 정돈"
30,embody,"구체화하다, 포함하다"
30,characteristic,"특징, 특성, 특유의"
30,consist,~로 구성되다
30,boundary,"경계, 한계"
30,attack,"공격하다, 공격"
30,confine,"제한하다, 가두다"
30,dispatch,"급파, 발송, 파견하다, 발송하다"
31,regret,"후회하다, 후회"
31,coffin,관
31,divine,신성한
31,revenue,수익
31,corrupt,"부패한, 타락한, 부패하다, 타락하다"
31,probe,"조사하다, 연구하다, 조사"
31,factual,실제의
31,swamp,"늪, 습지"
31,expedition,탐험
31,abnormal,"이상한, 비정상의"
31,storage,"저장소, 저장"
31,revive,되살아나다
31,stool,(등받이 없는) 의자
31,hinder,방해하다
31,flattery,아첨
31,virtue,미덕
31,deadline,"기한, 마감시간"
31,equator,n.적도
31,cognitive,인식의
31,motion,"운동, 동작, 동작을 해 보이다"
31,humble,"겸손한, 비천한"
31,bounce,"튀어 오르다, 깡충깡충 뛰다, (공이) 튀다"
31,imprison,투옥하다
31,enlist,모집하다
31,hygiene,"위생, 위생학"
31,upcoming,다가오는
31,trace,"자취, 흔적, 추적하다, 밝혀내다"
31,pulse,맥박
31,controversy,"논쟁, 언쟁, 논란"
31,locate,"(장소를) 찾아내다, -에 위치하다"
31,patent,"특허, 특허를 받은, 특허권을 얻다"
31,lyric,n.가사
31,convenience,"편의, 편리, 편의시설"
31,rush,"돌진하다, 급하게 가다, 돌진, 혼잡"
31,carbon,탄소
31,contaminate,"오염시키다, 더럽히다"
31,external,외부의
31,herd,"떼, 무리, 떼를 짓다"
31,allocate,"할당하다, 배분하다"
31,gorgeous,"아주 멋진, 화려한"
32,confess,고백하다
32,subjective,주관적인
32,hell,지옥
32,acknowledge,인정하다
32,accord,"일치하다, 조화하다, 일치, 합의"
32,immense,엄청난
32,extract,"추출하다, , 추출물"
32,sewage,"하수, 오물"
32,reconciliation,화해
32,amid,~의 한가운데
32,warrant,"보증서, 영장, 정당한 이유"
32,complement,보완하다
32,ceramic,"도자기, 요업"
32,license,"면허, 인가, 면허를 주다, 허가하다"
32,emerge,나타나다
32,halt,"정지시키다, 정지, 멈춤"
32,ivory,"상아, 상아색"
32,ponder,"곰곰이 생각하다, 심사숙고하다"
32,lottery,"복권, 추첨"
32,stroke,"타격, 뇌졸증"
32,burglar,강도
32,blame,"비난하다, ~을 탓하다, 비난"
32,transplant,이식하다
32,cluster,무리
32,borrow,빌리다
32,derive,"끌어내다, ~에서 비롯되다"
32,plague,"전염병, 괴롭히다"
32,certificate,증명서
32,deluxe,호화로운
32,convey,"나르다,전달하다, (생각, 감정을) 전하다"
32,depth,깊이
32,evaporate,증발하다
32,lame,"절름발이의, 설득력이 없는"
32,conduct,"실시하다, 수행하다, 행동하다, 행위"
32,sour,(맛이)신
32,repetitive,반복성의
32,oppress,n.억압하다
32,leftover,"남은 음식, 잔재"
32,embrace,"포옹하다, 껴안다, 수용하다"
32,blade,칼날
33,abundant,풍부한
33,duplicate,"똑같은, 복사하다, 사본"
33,remind,"상기시키다, 생각나게 하다"
33,altitude,고도
33,glimpse,"흘끗 보다, 흘끗 봄"
33,blend,섞다
33,swell,"부풀다,, 팽창"
33,grief,"비탄, 큰 슬픔"
33,beverage,음료수
33,warrior,"전사, 용사"
33,earn,"(평판을) 얻다, 벌다"
33,slice,"(얇게 썬)조각, 얇게 썰다"
33,exotic,이국적인
33,arrogant,"거만한, 건방진"
33,vanish,사라지다
33,rational,"이성적인, 합리적인"
33,predominant,"우세한, 두드러진"
33,cozy,"안락한, 아늑한"
33,broker,"중개인, 브로커, 중개하다"
33,auction,"경매, 경매로 팔다"
33,obsess,"v.사로잡다, 강박 관념을 갖다"
33,feed,"~에 밥을 주다, ~에 먹이를 주다"
33,outbreak,"(전쟁, 사고등의) 발발"
33,invent,발명하다
33,pioneer,"개척자, 개척하다"
33,assert,주장하다
33,undo,"(잠긴 것을) 풀다, 원상태로 돌리다"
33,bouquet,꽃다발
33,elaborate,정교한
33,toss,"던지다, 던지기"
33,retain,보유하다
33,radioactive,방사능의
33,buildup,축적
33,machinery,기계
33,passerby,통행인
33,auditorium,강당
33,lay,"놓다, (알을) 낳다"
33,neglect,"무시하다, 소홀"
33,feedback,피드백
33,promote,"증진하다, 승진시키다"
34,impair,손상시키다
34,metaphor,은유
34,dispense,"분배하다, 나누어 주다"
34,bruise,"멍, 타박상"
34,attorney,"변호사, 대리인"
34,framework,"뼈대, 틀, 체제"
34,heredity,n.유전
34,naive,순진한
34,shed,"v.떨구다, 흘리다"
34,metropolitan,대도시의
34,shield,"방패, 보호하다"
34,induce,"유도하다, 설득하여 ~시키다"
34,bazaar,"시장, 바자"
34,expel,추방하다
34,plow,"쟁기, 갈다"
34,prolong,연장하다
34,fluent,유창한
34,margin,가장자리
34,ecology,"생태학, 생태"
34,interior,"내부, 내부의"
34,ornament,"장식, 장식하다"
34,separate,분리하다
34,ripe,익은
34,vibrate,"진동하다, 흔들다"
34,urgent,긴급한
34,speculate,"사색하다 ,투기하다"
34,epidemic,전염병
34,precede,~에 앞서다
34,breathtaking,숨막히는
34,portfolio,포트폴리오
34,beware,주의하다
34,handcuff,수갑
34,overturn,"전복시키다, 전복"
34,pregnant,임신한
34,intelligence,지능
34,adapt,적응시키다
34,settle,정착하다
34,assassinate,암살하다
34,vapor,증기
34,tuition,수업료
35,literature,문학
35,loop,"고리, 고리로 만들다"
35,quote,"인용하다, 인용구"
35,inhale,"들이쉬다, 흡입하다"
35,prospect,"전망, 가능성"
35,anchor,"닻,앵커"
35,reference,"참고, 언급"
35,compound,"혼합하다, 혼합물, 합성의"
35,withstand,"견디다, 버티다"
35,implement,"실행하다, 도구"
35,anonymous,익명의
35,collide,"충돌하다, 일치하지 않다"
35,memorial,기념물
35,vacant,"비어 있는, 빈자리의"
35,technical,기술의
35,summon,소환하다
35,orchard,과수원
35,proportion,"비율, 부분"
35,antibiotic,항생 물질
35,overtake,따라잡다
35,resemble,~와 닮다
35,wander,"(정처없이) 돌아다니다, 헤매다"
35,compassion,동정
35,preoccupation,"몰두, 집착"
35,paste,"풀로 붙이다, 풀"
35,provoke,"선동하다, 자극하다"
35,wicked,"사악한, 심술궂은"
35,sprain,발목을 삐다
35,propaganda,선전
35,consistent,일관된
35,disrupt,붕과시키다
35,solitary,"혼자의, 고립된"
35,bury,(땅에)묻다
35,rust,"녹, 녹이 슬다, 부식하다"
35,discuss,토론하다
35,referee,심판
35,sector,"분야, 지역"
35,boost,"밀어올리다, 상승"
35,gymnastics,체조
35,gross,"총합의, 총합"
36,last,"마지막, 지난"
36,tariff,"관세, 운임표"
36,beloved,"총애받는, 사랑하는"
36,lyric,가사
36,yeast,"이스트, 효모"
36,skyscraper,고층건물
36,inquire,묻다
36,spade,"삽, 스페이드"
36,vacuum,"진공, 공백"
36,migrate,"이주하다, 이동하다"
36,spectacle,"구경거리, 장관"
36,surplus,"여분, 나머지, 나머지의"
36,simulate,"흉내내다, ~의 모의 실험을 하다"
36,integration,통합
36,hypothesis,"가설, 가정"
36,affirm,단언하다
36,fortress,요새
36,reed,갈대
36,cue,"신호, 단서, 신호를 주다"
36,mole,"반점, 두더지"
36,divide,나누다
36,inborn,타고난
36,overlap,"겹치다, 중복되다"
36,fatique,피곤
36,clone,"복제, 복제품, 복제하다"
36,peel,껍질을 벗기다
36,ease,"쉬움, 편안함, 편하게 하다, 완화하다"
36,overcome,극복하다
36,fund,자금
36,bias,"편견, 선입견"
36,vaccine,백신
36,tread,"밟다, 밟기"
36,vomit,"구토하다, 구토"
36,prophecy,예언
36,correspond,"일치하다, 해당하다, 편지를 주고받다"
36,cling,"꼭 붙잡다, 달라붙다"
36,mutation,"돌연변이, 변형"
36,obscure,"모호한, 잘 알려지지 않은, 모호하게 하다"
36,tyrant,폭군
36,odd,"이상한, 홀수의"
37,intriguing,아주 흥미로운
37,restrain,"억제하다, 제지하다"
37,bundle,묶음
37,enclose,"동봉하다, 둘러싸다"
37,insert,"삽입하다, 덧붙이다"
37,keen,"예민한, ~을열망하는"
37,constrict,수축시키다
37,aid,"도움, 지원"
37,reputation,명성
37,measurement,측정
37,originate,유래하다
37,flour,밀가루
37,manipulate,"조작하다, 잘 다루다"
37,experiment,"실험, 실험하다"
37,patriot,애국자
37,interchange,교환하다
37,intuitive,"직감에 의한, 직관력 있는"
37,garment,의류
37,spontaneous,"자발적인, 즉흥적인"
37,vertical,"수직의, 세로의, 수직선"
37,testify,"증언하다, 증명하다"
37,mentor,조언자
37,vivid,"생생한, 선명한"
37,pasture,초원
37,crust,"(빵, 파이의)껍질, 딱딱한 표면"
37,comprehend,"이해하다, 파악하다"
37,plunge,"뛰어들다, 급락하다"
37,nasty,"더러운, 비열한"
37,appreciate,"진가를 알아보다, 고맙게 여기다, 감상하다"
37,emigrate,이민을 가다
37,deed,"행동, 공적"
37,skinny,"깡마른, 옷이 몸에 딱 붙는"
37,grill,"그릴, 석쇠, 그릴에 굽다"
37,canal,"운하, 수로"
37,curse,저주
37,adverse,"불리한, 반대의"
37,censorship,검열관
37,forehead,이마
37,appetite,"식욕, 욕망"
37,flaw,"결함, 결점"
38,outgoing,"외향적인, 사교적인"
38,verbal,"말의, 구두의"
38,liberate,해방시키다
38,segregation,"인종 차별, 차별정책, 분리"
38,advance,"전진하다, 진보하다, 발전, 전진, 진보"
38,contemplate,"~을 숙고하다, 심사숙고하다, 고려하다, 응시하다"
38,underlying,"기초를 이루는, 근본적인, 밑에 있는"
38,academic,"학문적인, 학구적인"
38,stem,"줄기, 생기다, 일어나다"
38, irrigation,관개
38,consecutive,"연이은, 연속적인"
38,superficial,"표면상의, 피상적인"
38,refuge,"피난처, 도피처, 보호구역"
38,swear,"맹세하다, 욕을 하다"
38,allergy,알레르기
38,norm,"표준, 규범"
38,endeavor,"노력하다, 시도하다, 노력, 시도"
38,erect,"똑바로 선, 세우다"
38,feminine,"여성의, 여성스러운"
38,drowsy,졸리는
38,inspect,"점검하다, 시찰하다"
38,carriage,"객차, 마차, 운반"
38,primitive,원시의
38,compress,"압축하다, 압박하다"
38,govern,"통치하다, 좌우하다"
38,cemetery,공동묘지
38,shatter,산산이 부서지다
38,exaggerate,과장하다
38,random,무작위의
38,feast,"잔치, 축제, 즐겁게 하다"
38,commemorate,기념하다
38,steep,"가파른, 비탈진, 몰두시키다, (액체에) 담그다"
38,multitask,다중작업을 하다
38,toxic,"유독한, 유독성의"
38,stare,응시하다
38,chronic,만성적인
38,designate,"지명하다, 지정하다"
38,dramatic,"극적인, 급격한, 감격적인"
38,intense,"강렬한, 극심한, 치열한"
38,propaganda,"선전 활동, 과장된 선전"
39,numerous,"다수의, 많은"
39,shiver,몸을 떨다떨림
39,retarded,(정서•지능•학력) 발달이 뒤진
39,ongoing,진행 중인진행
39,mention,"언급하다, 언급"
39,executive,"임원, 행정의, 관리의"
39,chaos,"혼돈, 혼란"
39,microscope,현미경
39,belonging,"소유물, 부속물"
39,vulnerable,"상처받기 쉬운, 취약한"
39,implication,"암시, 영향"
39,appetite,"식욕, 욕망"
39,authentic,"진정한, 진짜의"
39,compel,"강요하다, ~ 하게 만들다"
39,transition,"변화, 전환"
39,index,"(책 등의) 색인, 지표"
39,incline,"~쪽으로 기울다, 경사지다, 내키게 하다"
39,attain,"이루다, 달성하다"
39,innate,타고난
39,ingenuity,"기발한 재주, 독창성"
39,record,"기록, 증언, 기록하다, 녹음하다"
39,bias,"편견, 선입견"
39,seize,"붙잡다, 파악하다"
39,screw,나사나사로 고정하다
39,savage,"야만적인, 잔인한, 무참히 공격하다야만인"
39,province,"지역, 지방"
39,coordinate,"조직하다, 조정하다, 동등한"
39,deficient,"부족한, 불완전한"
39,privilege,"특권, 특권을 주다"
39,preview,"시사회, 시연, 미리보기"
39,equivalent,"동등한, ~에 상당하는, 동등한 것"
39,loom,어렴풋이 나타나다 베틀
39,purple,자주색의
39,outlaw,"범법자, 도망자금지하다, 법적으로 무효화하다"
39,squeeze,(즙 등을) 짜내다
39,breakthrough,"돌파구, 비약적 발전"
39,consent,"동의하다, 허락하다, 동의, 허락"
39,orphan,고아
39,negotiate,협상하다
39,nuisance,"골칫거리, 방해, 귀찮은 사람"
40,recipe,요리법
40,deceive,"속이다, 기만하다"
40,sweep,"쓸다, 휩쓸다"
40,profile,"옆모습, 윤곽, 인물 소개"
40,enterprise,"기업, 사업"
40,successive,연속적인
40,paradox,"역설, 모순되는 말"
40,surpass,능가하다
40,correlation,"상관 관계, 연관성"
40,magnitude,"중대성, 거대함"
40,aesthetic,"미의, 미학의"
40,earnest,"성실한, 진심어린"
40,tremble,"떨다, 흔들리다"
40,slaughter,"도살하다, 학살하다"
40,surrender,"항복하다, 양도하다, 항복, 양도"
40,philosophy,"철학, 인생관"
40,deplete,고갈시키다
40,admire,존경하다
40,deform,"불구로 만들다, <물리> 변형시키다"
40,thrill,"오싹하다 , 오싹함, 떨림"
40,afford,~할 여유가 있다
40,blunt,"무뚝뚝한, 직설적인"
40,sprint,전력 질주하다
40,aid,"도움, 지원"
40,tense,"긴장한, (문법) 시제긴장시키다"
40,amplify,"증폭시키다, 확대하다"
40,timber,목재
40,collaborate,협력하다
40,stance,"태도, 자세"
40,blow,"(입으로) 불다, (바람이) 불다"
40,ballot,투표투표하다
40,division,"분할, 분열, 나눗셈"
40,acquaintance,아는 사람
40,boil,"끓다, 삶다"
40,contradict,"모순되다, 반박하다, 부정하다"
40,burst,"터지다, 갑자기 나타나다, 파열, 폭발"
40,cast,"던지다, 배역을 정하다, (빛을) 발하다, 출연자, 깁스"
40,falsify,잘못을 입증하다
40,psychic,"초자연적인, 마음의"
40,paddle,"노, 노를 저어 나아가다"
41,steer,조종하다
41,affection,"애착, 애정"
41,bid,말하다
